title,price,location,mileage
2006 Dodge magnum Sport Wagon 4D,"$2,500","San Leandro, CA",189K miles
2012 Nissan altima 2.5 Sedan 4D,"$5,800","Richmond, CA",15K miles
2009 Toyota prius Touring Hatchback 4D,"$4,500","San Jose, CA",150K miles
2011 Toyota camry LE Sedan 4D,"$10,100","Saratoga, CA",67K miles
2013 Toyota prius,"$9,500","Redwood City, CA",80K miles
2002 Mitsubishi lancer OZ Rally Sedan 4D,"$2,850","Walnut Creek, CA",160K miles
2015 Toyota prius c,"$9,000","South San Francisco, CA",185K miles
2020 Honda civic Sport Sedan 4D,"$24,500","San Francisco, CA",28K miles
2013 Lexus CT 200h Hatchback 4D,"$8,700","Santa Clara, CA",200K miles
2005 BMW 3 series 325i Wagon 4D,"$5,500","San Ramon, CA",172K miles
2013 Toyota prius c,"$6,560","San Mateo, CA",123K miles
2004 Nissan altima 2.5 S Sedan 4D,"$4,200","Fremont, CA",125K miles
2007 Volkswagen jetta GLI Sedan 4D,"$2,500","Alameda, CA",151K miles
2021 Toyota camry hybrid LE Sedan 4D,"$21,000","Concord, CA",52K miles
2005 Toyota prius Hatchback 4D,"$5,300","San Mateo, CA",165K miles
2016 MINI hardtop 4 door Cooper S Hatchback 4D,"$15,000","San Francisco, CA",46K miles
2014 Nissan altima 2.5 SL Sedan 4D,"$5,900","Emeryville, CA",135K miles
2007 Chevrolet equinox LS Sport Utility 4D,"$4,000","Richmond, CA",129K miles
2017 Ford focus SE Sedan 4D,"$6,800","Foster City, CA",75K miles
2012 Mercedes-Benz c-class C 250 Sport Sedan 4D,Free,"Alameda, CA",125K miles
1998 Volkswagen new beetle Hatchback 2D,Free,"San Mateo, CA",123K miles
2023 Ford mustang GT Coupe 2D,"$1,000","San Francisco, CA",300 miles
2013 Mazda mazda3 i Grand Touring Hatchback 4D,"$8,000","San Francisco, CA",112K miles
2015 Toyota rav4 XLE,"$15,000","San Mateo, CA",83K miles
2008 Dodge avenger SE Sedan 4D,"$2,900","Oakland, CA",107K miles
2004 Cadillac srx Sport Utility 4D,"$3,200","San Rafael, CA",154K miles
2003 Mercedes-Benz e-class E 500 Sedan 4D,"$4,000","Berkeley, CA",100K miles
2019 Chevrolet bolt ev LT Hatchback 4D,"$13,900","San Jose, CA",55K miles
2009 BMW 3 series 328i Sedan 4D,"$7,999","San Mateo, CA",106K miles
2006 BMW 6 series 650i Convertible 2D,"$6,000","San Leandro, CA",148K miles
2014 Honda accord,"$7,800","Vallejo, CA",165K miles
2015 Chevrolet sonic LS Sedan 4D,"$5,400","San Jose, CA",115K miles
2011 Honda civic DX Sedan 4D,"$6,000","Antioch, CA",83K miles
2015 Nissan altima 2.5 Sedan 4D,"$4,000","Hayward, CA",330K miles
2005 Dodge magnum R/T Sport Wagon 4D,"$7,300","Pinole, CA",114K miles
2009 Honda civic GX Sedan 4D,"$5,500","San Jose, CA",120K miles
2007 Honda civic LX Sedan 4D,"$6,900","Fremont, CA",149K miles
2002 Toyota camry LE Sedan 4D,"$2,800","Hayward, CA",228K miles
2020 Toyota camry le - 4000 down payment,"$4,000","Daly City, CA",
2012 Hyundai sonata GLS Sedan 4D,"$2,600","Fremont, CA",75K miles
2000 Toyota corolla LE Sedan 4D,"$1,800","Castro Valley, CA",210K miles
2013 Ford fusion SE Hybrid Sedan 4D,"$4,000","Oakland, CA",200K miles
2008 Scion xd Hatchback 4D,"$5,000","Daly City, CA",108K miles
2015 Smart fortwo,"$9,000","San Francisco, CA",26K miles
2022 GMC sierra 1500 double cab Elevation Pickup 4D 6 1/2 ft,"$3,000","San Rafael, CA",9K miles
2013 Nissan altima 2.5 S Sedan 4D,"$5,200","Vallejo, CA",138K miles
2004 Nissan altima 2.5 S Sedan 4D,"$5,300","Petaluma, CA",98K miles
2002 Honda civic EX Coupe 2D,"$2,200","Daly City, CA",272K miles
2023 Toyota corolla SE Sedan 4D,"$23,880","San Bruno, CA",31K miles
2007 Audi a4 2.0T Cabriolet 2D,"$6,400","Pleasant Hill, CA",104K miles
1998 Honda civic DX Coupe 2D,"$2,800","Oakland, CA",163K miles
2012 Ford fusion SE Sedan 4D,"$4,999","Union City, CA",176K miles
2009 Honda civic LX Sedan 4D,"$4,800","Hillsborough, CA",180K miles
1999 Ford expedition,"$1,700","Daly City, CA",198K miles
1998 Acura cl 2.3 Coupe 2D,"$2,300","Daly City, CA",200K miles
2004 BMW 3 series,"$1,200","Fremont, CA",139K miles
2017 Honda civic EX Sedan 4D,"$15,500","San Mateo, CA",116K miles
2016 Nissan altima 2.5 Sedan 4D,"$8,000","Oakland, CA",93K miles
2007 Honda civic Hybrid Sedan 4D,"$3,595","Berkeley, CA",167K miles
2010 Toyota prius III Hatchback 4D,"$6,900","San Francisco, CA",210K miles
2012 Honda civic LX Sedan 4D,"$8,200","San Leandro, CA",88K miles
2017 Toyota corolla LE Sedan 4D,"$15,400","Daly City, CA",80K miles
2015 Dodge challenger SXT Plus Coupe 2D,"$14,500","Pinole, CA",120K miles
2001 Honda accord DX Sedan 4D,"$2,000","Palo Alto, CA",2.2K miles
2015 Nissan altima,"$7,900","Fairfield, CA",108K miles
2011 Hyundai sonata SE Sedan 4D,"$5,000","San Jose, CA",154K miles
2016 Nissan altima 2.5 S Sedan 4D,"$6,650","Antioch, CA",109K miles
2006 Toyota prius,"$6,000","San Francisco, CA",184K miles
2015 Volkswagen jetta 2.0L Base Sedan 4D,"$6,990","Livermore, CA",81K miles
2012 Chrysler 200,"$1,200","Vallejo, CA",218K miles
2007 Infiniti g35,"$2,000","Oakland, CA",215K miles
2006 Honda ridgeline RT Pickup 4D 5 ft,"$3,900","San Francisco, CA",168K miles
2012 Kia optima SX Sedan 4D,"$8,900","San Leandro, CA",146K miles
1999 Oldsmobile alero GL Sedan 4D,"$3,000","Hayward, CA",87K miles
2019 Nissan sentra,"$7,500","Vallejo, CA",115K miles
2006 Subaru outback 2.5i Limited Wagon 4D,"$3,000","San Francisco, CA",260K miles
2001 Honda accord sedan ex v6,"$3,800","El Sobrante, CA",262K miles
2010 Toyota prius,"$8,300","San Francisco, CA",169K miles
2014 Hyundai accent GLS Sedan 4D,"$9,995","Santa Clara, CA",59K miles
2014 Toyota prius c,"$4,000","Pittsburg, CA",100K miles
1992 Toyota 4runner SR5 Sport Utility 4D,"$8,500","San Francisco, CA",163K miles
2007 Honda cr-v EX-L Sport Utility 4D,"$8,500","Daly City, CA",190K miles
2011 Toyota prius Three Hatchback 4D,"$4,800","Sunnyvale, CA",180K miles
2005 Volvo v70 2.4 Wagon 4D,"$3,000","San Francisco, CA",181K miles
2010 Lexus es350,"$7,500","San Leandro, CA",86K miles
2005 Infiniti g35,"$6,900","Petaluma, CA",112K miles
2019 Toyota highlander XLE Sport Utility 4D,"$28,500","San Francisco, CA",89K miles
2006 Chrysler pt cruiser,"$2,200","Richmond, CA",86K miles
2021 Toyota corolla hybrid LE Sedan 4D,"$16,999","San Jose, CA",121K miles
2000 Honda cr-v LX Sport Utility 4D,"$4,700","Daly City, CA",230K miles
2007 Volkswagen jetta 2.5 Sedan 4D,"$3,000","Pittsburg, CA",150K miles
2008 Chevrolet impala,"$1,500","San Bruno, CA",140K miles
1992 Acura integra RS Hatchback 2D,"$3,000","San Pablo, CA",200K miles
2002 Ford focus ZX3 Hatchback 2D,"$3,250","San Ramon, CA",126K miles
2004 Nissan altima,"$2,500","San Jose, CA",220K miles
1997 Lincoln town car Cartier Sedan 4D,"$3,200","Oakland, CA",115K miles · Dealership
2005 Chrysler pt cruiser Limited Sport Wagon 4D,"$1,899","Hayward, CA",150K miles
2010 Infiniti g37,"$6,900","Oakland, CA",150K miles
2016 Toyota prius Two Hatchback 4D,$1,"Newark, CA",141K miles
2017 Honda accord Sport Sedan 4D,"$12,000","Daly City, CA",80K miles
2015 Hyundai sonata SE Sedan 4D,"$9,200","Newark, CA",95K miles
2010 Toyota rav4 Limited Sport Utility 4D,"$8,000","San Francisco, CA",164K miles
2015 Smart fortwo Passion Hatchback Coupe 2D,"$6,150","San Francisco, CA",46K miles
2016 Hyundai sonata SE Sedan 4D,"$9,000","San Francisco, CA",40K miles
2008 Hyundai sonata Limited Sedan 4D,"$6,000","Daly City, CA",121K miles
2014 Lincoln mkz Hybrid Sedan 4D,"$9,800","Oakland, CA",105K miles
2012 Nissan leaf SL Hatchback 4D,"$3,400","Sunnyvale, CA",81K miles
2009 Toyota camry LE Sedan 4D,"$7,500","Oakland, CA",68K miles
2005 Nissan maxima SL Sedan 4D,"$3,895","San Rafael, CA",125K miles
2013 Toyota camry XLE Hybrid Sedan 4D,"$10,000","Richmond, CA",100K miles
2008 BMW series 3 328i coupe convertible,"$8,995","Fremont, CA",147K miles · Dealership
2001 Honda accord EX Sedan 4D,"$2,650","Oakland, CA",180K miles
2016 Honda accord LX Sedan 4D,"$17,950","Walnut Creek, CA",39K miles
2019 Nissan sentra S Sedan 4D,"$7,500","Vallejo, CA",115K miles
2006 Acura mdx Sport Utility 4D,"$1,900","South San Francisco, CA",280K miles
2012 Mercedes-Benz c-class C 250 Sport Sedan 4D,"$7,500","Alameda, CA",128K miles
2014 Toyota camry LE Sedan 4D,"$11,900","San Francisco, CA",90K miles
1999 Mercedes-Benz 748565569745039 CLK 320 Cabriolet 2D,"$3,500","Antioch, CA",170K miles
2006 Subaru outback 2.5i Limited Wagon 4D,"$4,900","Oakland, CA",163K miles
1999 Honda accord,"$1,200","Hayward, CA",112K miles
2004 Nissan altima 2.5 S Sedan 4D,"$3,000","Oakland, CA",180K miles
2016 Ford explorer XLT Sport Utility 4D,"$12,999","Daly City, CA",96K miles
2014 Nissan altima 2.5 S Sedan 4D,"$6,900","Menlo Park, CA",98K miles
2022 Toyota corolla SE Nightshade Edition Sedan 4D,"$26,000","Fremont, CA",650 miles
2003 Kia sedona EX Minivan 4D,"$3,850","Daly City, CA",130K miles
2007 Nissan altima Hybrid Sedan 4D,"$1,350","Oakland, CA",216K miles
2001 Ford mustang GT Premium Convertible 2D,"$2,300","Concord, CA",122K miles
2010 Honda civic,"$8,900","Pleasant Hill, CA",103K miles
2004 Nissan maxima SL Sedan 4D,"$5,000","Oakley, CA",129K miles
2006 Nissan maxima SE Sedan 4D,"$2,500","Martinez, CA",204K miles
2012 Volkswagen jetta 2.0L Sedan 4D,"$5,500","Oakland, CA",118K miles
2003 Toyota camry LE Sedan 4D,"$5,700","Concord, CA",87K miles
2002 Toyota solara SE Convertible 2D,"$5,000","Sonoma, CA",135K miles
2002 Honda civic LX Coupe 2D,"$2,900","Fairfield, CA",156K miles
2001 BMW 3 series 330xi AWD Sedan 4D,"$3,600","Oakland, CA",199K miles
1999 Toyota corolla CE Sedan 4D,"$3,000","Pinole, CA",97K miles
2000 BMW 3 series 323Ci Convertible 2D,"$4,800","Berkeley, CA",119K miles
2013 Hyundai sonata GLS Sedan 4D,"$3,000","Antioch, CA",154K miles
2005 Honda accord EX Coupe 2D,"$3,000","Oakland, CA",175K miles
1963 Chevrolet impala,$1,"Oakland, CA",46K miles
2017 Chevrolet camaro LS Coupe 2D,$100,"Oakland, CA",50K miles
2008 Toyota corolla CE Sedan 4D,"$5,300","San Francisco, CA",133K miles
2005 Suzuki xl-7 EX Sport Utility 4D,"$3,500","Novato, CA",185K miles
2012 Nissan leaf SV Hatchback 4D,"$6,000","Danville, CA",72K miles
2008 Toyota scion tc,"$5,200","Santa Rosa, CA",148K miles
2014 Toyota prius Five Hatchback 4D,$250,"Cupertino, CA",141K miles
2016 Nissan rogue S Sport Utility 4D,"$12,380","Pittsburg, CA",93K miles
2008 Toyota tundra crewmax Limited Pickup 4D 5 1/2 ft,"$11,500","Oakland, CA",14K miles
2011 Hyundai genesis coupe 2.0T R-Spec Coupe 2D,"$7,600","San Francisco, CA",154K miles · Dealership
2015 Toyota prius plug-in hybrid Advanced Hatchback 4D,"$9,200","San Jose, CA",116K miles
2009 Toyota prius Standard Hatchback 4D,"$2,000","Pittsburg, CA",200K miles
2009 Toyota prius,$220,"San Jose, CA",200K miles
2002 Chevrolet avalanche 2500 Sport Utility Pickup 4D,$1,"Vallejo, CA",140K miles
2005 Honda accord EX Sedan 4D,"$2,400","Emeryville, CA",178K miles
2007 Toyota matrix Sport Wagon 4D,"$5,500","Oakland, CA",120K miles
2006 Ford fusion,"$3,420","Fairfield, CA",152K miles
2018 Nissan sentra S Sedan 4D,"$9,000","Vallejo, CA",118K miles
2008 Suzuki forenza Sedan 4D,"$1,100","Newark, CA",280K miles
2010 Toyota prius II Hatchback 4D,"$6,000","Mountain View, CA",218K miles
2021 Toyota corolla LE Sedan 4D,"$18,000","San Leandro, CA",11K miles
2013 Nissan altima 2.5 S Sedan 4D,"$7,600","Oakland, CA",88K miles
2004 Honda civic LX Sedan 4D,"$4,500","Fairfield, CA",162K miles
2007 Toyota corolla LE Sedan 4D,"$7,000","San Francisco, CA",135K miles
2016 Ford c-max hybrid SE Wagon 4D,"$11,200","Berkeley, CA",91K miles
2013 BMW x1,"$10,900","San Bruno, CA",112K miles
2015 Nissan versa,"$7,500","Benicia, CA",70K miles
2009 Honda accord EX Coupe 2D,"$6,695","Fairfield, CA",174K miles
2008 Honda civic Si Sedan 4D,"$6,000","San Francisco, CA",208K miles
2007 Infiniti m35,"$4,800","Oakland, CA",156K miles
2007 Nissan murano,"$4,500","Emeryville, CA",166K miles
2012 BMW 7 series,"$11,500","San Francisco, CA",129K miles
2020 Toyota camry SE Sedan 4D,"$23,999","San Bruno, CA",31K miles
2006 Toyota prius Hatchback 4D,$1,"Oakland, CA",240K miles
2016 Toyota avalon XLE Premium Hybrid Sedan 4D,"$15,950","Concord, CA",65K miles
2012 Mazda mazda3 i Sport Sedan 4D,"$8,500","Santa Clara, CA",87K miles
2019 Honda accord EX-L Sedan 4D,"$19,999","Castro Valley, CA",40K miles
2002 Honda accord SE Sedan 4D,"$1,500","San Jose, CA",190K miles
2000 Honda cr-v SE Sport Utility 4D,"$3,999","San Jose, CA",159K miles
2010 Mazda cx-9 Touring Sport Utility 4D,"$7,500","San Jose, CA",138K miles
2002 Honda civic LX Sedan 4D,"$3,000","San Mateo, CA",154K miles
2006 Honda civic EX Sedan 4D,"$6,300","Fairfield, CA",122K miles
1998 Honda cr-v EX Sport Utility 4D,"$2,500","Oakland, CA",178K miles
1972 Chevrolet malibu (classic),"$13,000","Daly City, CA",123K miles
2023 Tesla model 3 Standard Sedan 4D,"$37,000","San Francisco, CA",9.2K miles
2011 Mercedes-Benz e-class E 350 4MATIC Sedan 4D,"$8,500","San Francisco, CA",90K miles
2014 Toyota rav4 XLE Sport Utility 4D,"$13,900","San Rafael, CA",86K miles
2010 Mazda cx-9 Grand Touring Sport Utility 4D,"$7,800","Hayward, CA",119K miles
2018 Mercedes-Benz GLA 250 4MATIC Sport Utility 4D,"$21,000","Oakland, CA",72K miles
2013 Toyota prius v Three Wagon 4D,"$8,500","San Francisco, CA",203K miles
2019 Volkswagen tiguan 2.0T S Sport Utility 4D,"$14,900","Castro Valley, CA",25K miles
2011 Acura tl Sedan 4D,"$8,095","San Francisco, CA",99K miles
2011 Chrysler 300C Sedan 4D,"$8,500","San Mateo, CA",130K miles
2021 Tesla model 3 Standard Range Plus Sedan 4D,"$25,800","San Francisco, CA",21K miles
2008 Ford mustang Premium Coupe 2D,"$8,000","San Francisco, CA",126K miles
2012 Honda fit Hatchback 4D,"$7,500","Millbrae, CA",130K miles
2005 Nissan maxima SE Sedan 4D,"$5,900","Newark, CA",113K miles
2012 Nissan altima,"$5,350","Antioch, CA",173K miles
2011 Honda accord SE Sedan 4D,"$6,500","American Canyon, CA",189K miles
2013 Honda accord Sport Sedan 4D,"$11,500","Novato, CA",98K miles
1999 Mitsubishi eclipse GS Spyder Convertible 2D,"$3,800","San Mateo, CA",215K miles
2011 Mazda mazda3 i Touring Sedan 4D,"$5,800","Oakland, CA",80K miles
2006 Subaru forester X LL Bean Edition Sport Utility 4D,"$5,200","Oakland, CA",187K miles
2010 Mazda mazda3 i Sport Sedan 4D,"$5,300","San Francisco, CA",125K miles
2019 Toyota corolla LE Sedan 4D,"$12,400","Oakland, CA",74K miles
2009 Porsche cayenne GTS Sport Utility 4D,"$4,500","Oakland, CA",145K miles
2003 Mercedes-Benz slk-class SLK 320 Roadster 2D,"$2,700","Fairfield, CA",189K miles
1996 Toyota avalon XL Sedan 4D,"$2,800","Richmond, CA",200K miles
2009 Honda accord LX-P Sedan 4D,"$10,000","Foster City, CA",121K miles
2012 Honda civic DX Sedan 4D,$9,"San Pablo, CA",83K miles
2008 Ford taurus,"$3,999","Hayward, CA",163K miles
2014 Ford fusion SE Hybrid Sedan 4D,"$7,900","San Francisco, CA",150K miles
1991 Mazda mx-5 miata,$1,"Milpitas, CA",1K miles
2007 Mercedes-Benz c230 sport,$1,"San Mateo, CA",140K miles
1987 Mercedes-Benz,"$9,999","Burlingame, CA",121K miles
2013 Nissan quest SV Minivan 4D,"$6,000","San Francisco, CA",160K miles
2001 Saturn s-series SW2 Wagon 4D,$500,"Oakland, CA",19K miles
2010 Honda civic Hybrid Sedan 4D,"$5,900","San Jose, CA",190K miles
2001 Honda accord,"$3,900","Cupertino, CA",141K miles
2001 Honda accord EX Sedan 4D,"$3,200","Daly City, CA",151K miles
2000 Volkswagen 585892855224515,"$3,000","Sunnyvale, CA",200K miles
2001 Ford mustang GT Deluxe Convertible 2D,Free,"Fairfield, CA",138K miles
2002 Toyota camry LE Sedan 4D,"$2,600","Santa Rosa, CA",166K miles
2004 Toyota prius,"$5,650","Pinole, CA",136K miles
2005 Audi a4 (2005.5) 2.0T Sedan 4D,"$3,800","Oakland, CA",160K miles · Dealership
2011 Nissan altima 2.5 S Sedan 4D,"$6,950","Newark, CA",112K miles
2007 Nissan altima Hybrid Sedan 4D,"$3,000","San Jose, CA",290K miles
2002 Toyota camry LE Sedan 4D,"$2,850","East Palo Alto, CA",161K miles
2011 BMW,"$12,000","Daly City, CA",64K miles
2008 BMW 3 series 328i Convertible 2D,"$7,800","Pleasant Hill, CA",122K miles
2011 Toyota prius Three Hatchback 4D,"$2,500","Antioch, CA",200K miles
1999 BMW m3 Convertible 2D,"$10,000","San Francisco, CA",185K miles
2013 Hyundai tucson GLS Sport Utility 4D,"$6,500","San Rafael, CA",135K miles
2006 Toyota 4runner SR5  4WD V6,"$11,430","Oakland, CA",130K miles · Dealership
2011 Chevrolet cruze LTZ Sedan 4D,"$4,500","San Jose, CA",150K miles
2011 Kia optima LX Sedan 4D,"$4,000","Brentwood, CA",123K miles
2010 Toyota prius I Hatchback 4D,"$7,600","San Francisco, CA",177K miles
2007 Lexus ES 350 Sedan 4D,"$9,750","Castro Valley, CA",90K miles
2007 Toyota prius Touring Hatchback 4D,"$5,600","San Mateo, CA",171K miles
1971 Chevrolet caprice classic,"$7,499","San Francisco, CA",999K miles
2005 Subaru outback 2.5 XT Wagon 4D,"$4,800","Union City, CA",150K miles
2006 Hyundai sonata GLS Sedan 4D,"$3,400","South San Francisco, CA",186K miles
2007 Honda civic EX Sedan 4D,"$6,700","Daly City, CA",130K miles
2006 Nissan altima 2.5 S Sedan 4D,$4,"Vallejo, CA",156K miles
2014 Kia soul Wagon 4D,"$6,950","Concord, CA",54K miles
2008 Mazda mx-5 miata Touring Convertible 2D,"$9,000","San Pablo, CA",36K miles
2020 Nissan sentra S Sedan 4D,"$17,900","Antioch, CA",24K miles
2014 Ford mustang convertible,"$9,000","Redwood City, CA",130K miles
2004 Honda accord EX Sedan 4D,"$7,500","San Francisco, CA",103K miles
2020 Hyundai ioniq hybrid Blue Hatchback 4D,"$2,000","San Jose, CA",83K miles
2010 Toyota prius I Hatchback 4D,"$9,800","Dublin, CA",117K miles
2003 Infiniti g35 Coupe,"$1,600","Oakland, CA",212K miles
2000 Toyota camry exl,"$5,200","San Jose, CA",143K miles
1997 Honda accord LX Sedan 4D,"$2,250","San Jose, CA",200K miles
2014 Kia soul + Wagon 4D,"$6,400","Antioch, CA",92K miles
2012 Dodge durango Citadel Sport Utility 4D,"$11,300","Concord, CA",123K miles
2004 Lexus GS 300 Sedan 4D,"$3,000","Oakland, CA",174K miles
2000 Ford expedition Eddie Bauer Sport Utility 4D,"$1,800","San Francisco, CA",250K miles
2007 Honda civic EX Sedan 4D,"$6,200","Oakland, CA",131K miles
2000 Ford taurus,"$1,850","Richmond, CA",149K miles
1996 Toyota 4runner SR5 Sport Utility 4D,"$5,000","San Francisco, CA",198K miles
1999 Lexus ES 300 Sedan 4D,"$1,400","Richmond, CA",190K miles
2016 Volkswagen golf sportwagen TSI Limited Edition Wagon 4D,"$10,800","San Francisco, CA",111K miles
2006 Toyota prius Hatchback 4D,"$4,699","Fremont, CA",174K miles
2008 Toyota corolla CE Sedan 4D,"$6,900","Richmond, CA",129K miles
2007 Toyota rav4 2WD Salvage title,"$6,400","South San Francisco, CA",145K miles
2007 Toyota scion,"$5,600","Petaluma, CA",75K miles
2003 Mazda protege MAZDASPEED Sedan 4D,"$8,000","San Francisco, CA",86K miles
2019 Nissan rogue sport SL Sport Utility 4D,"$15,500","Hayward, CA",36K miles
2016 Honda civic EX Sedan 4D,"$18,900","Alameda, CA",67K miles
2010 Audi q5 3.2 Quattro Premium Sport Utility 4D,"$8,200","Pacifica, CA",119K miles
2011 Buick regal CXL Sedan 4D,"$5,000","Vallejo, CA",13K miles
2015 Infiniti qx60 3.5 Sport Utility 4D,"$14,000","Pinole, CA",105K miles
2017 Honda accord Sport,"$17,500","Benicia, CA",
2017 Honda civic EX Sedan 4D,"$10,900","El Cerrito, CA",143K miles
2016 Chevrolet malibu,Free,"Hayward, CA",160K miles
1998 Ford mustang,"$3,000","Santa Rosa, CA",125K miles
2003 Toyota highlander,"$4,300","Daly City, CA",155K miles
2019 Acura ILX,"$13,250","Oakland, CA",71K miles
2006 Lexus is,$1,"Hayward, CA",175K miles
2010 Jeep commander Sport Utility 4D,$950,"Suisun City, CA",174K miles
2003 Honda civic Hybrid Sedan 4D,"$3,000","San Bruno, CA",200K miles
2017 Honda civic EX Sedan 4D,"$17,700","San Francisco, CA",89K miles
2013 Toyota corolla,"$6,000","Richmond, CA",190K miles
2002 Ford mustang Deluxe Convertible 2D,"$2,500","Hayward, CA",200K miles
2014 Chevrolet spark,"$5,700","Castro Valley, CA",75K miles
2017 Chevrolet malibu LT,"$9,995","Santa Rosa, CA",165K miles · Dealership
2011 Toyota camry Hybrid Sedan 4D,"$6,800","Hayward, CA",158K miles
2002 Toyota camry V6,"$3,800","Concord, CA",161K miles
2005 Subaru legacy 2.5i Limited Wagon 4D,"$4,000","Brentwood, CA",140K miles
2012 Dodge durango R/T Sport Utility 4D,"$12,000","Livermore, CA",104K miles
2002 Toyota celica GT-S Hatchback Coupe 2D,"$3,800","San Rafael, CA",170K miles
2016 Mazda mx-5 miata Grand Touring Convertible 2D,"$15,900","Napa, CA",35K miles
2019 Hyundai ioniq hybrid Blue Hatchback 4D,"$2,500","San Jose, CA",97K miles
2008 BMW 3 series Wagon,"$7,500","South San Francisco, CA",120K miles
2006 BMW 3 series 330Ci Convertible 2D,"$5,300","Berkeley, CA",130K miles
2021 Honda accord,"$28,966","San Francisco, CA",26K miles
2002 Honda civic LX Sedan 4D,"$3,500","San Jose, CA",165K miles
2003 Toyota camry,"$4,000","Fremont, CA",170K miles
2004 Mazda rx-8 Coupe 4D,"$8,000","Castro Valley, CA",86K miles
2007 Toyota prius,"$1,000","San Francisco, CA",139K miles
2011 Toyota camry LE Sedan 4D,"$6,000","Oakland, CA",170K miles
2002 Honda civic ex 2-owners,"$4,995","Fremont, CA",154K miles
2002 Ford mustang GT Premium Convertible 2D,"$4,000","Daly City, CA",150K miles
2015 Toyota prius Three Hatchback 4D,"$8,000","Fairfield, CA",119K miles
1999 Mazda protege DX Sedan 4D,$999,"Fremont, CA",251K miles
2002 Chevrolet cavalier LS Sedan 4D,"$3,200","Brentwood, CA",100K miles
2002 Toyota corolla S Sedan 4D,"$2,300","Fairfield, CA",169K miles
2014 Lexus ES 300h Sedan 4D,"$16,500","San Francisco, CA",140K miles
2014 Honda cr-z EX Coupe 2D,"$14,000","Castro Valley, CA",58K miles
2014 Toyota prius Four Hatchback 4D,"$8,500","San Francisco, CA",200K miles
2012 Chevrolet camaro LT Convertible 2D,"$12,000","Milpitas, CA",64K miles
2015 Subaru outback 2.5i Limited Wagon 4D,"$10,500","San Jose, CA",123K miles
2012 Mercedes-Benz c-class C 250 Sport Sedan 4D,"$8,500","Alameda, CA",127K miles
2001 Ford focus ZX3 Hatchback 2D,  · ,"Antioch, CA",180K miles
2003 MINI cooper,"$3,500","San Pablo, CA",120K miles
2001 Toyota corolla LE Sedan 4D,"$2,800","San Pablo, CA",191K miles
2011 Nissan leaf SL Hatchback 4D,"$4,900","Fremont, CA",118K miles
2006 Kia rio Sedan 4D,"$1,500","Concord, CA",101K miles
2002 Acura tl 3.2 Sedan 4D,"$3,000","Brentwood, CA",200K miles
2016 Honda civic EX Sedan 4D,"$15,900","Antioch, CA",86K miles
2004 Mazda mx-5 miata Convertible 2D,"$8,200","San Francisco, CA",75K miles
2005 Toyota prius Hatchback 4D,"$4,500","Vallejo, CA",118K miles
2000 Lexus 264892042563585 ES 300 Sedan 4D,"$3,200","Oakland, CA",134K miles
2015 Honda civic Ex,"$14,400","San Jose, CA",64K miles
2003 Honda element EX Sport Utility 4D,"$2,000","American Canyon, CA",160K miles
